,GWP100,LT,RE,lip,sol,,
6522,3.6214597],1.6290083],-0.6060616],0.21029218],-4.858753],,
11139,3.6214635],1.5957528],-0.6424738],0.21060003],-4.9873924],,
8904,3.6215045],1.9321064],-0.58015615],0.09477128],-4.437747],,
3039,3.6216047],1.5578328],-0.62400204],0.18706276],-4.700355],,
5226,3.6216562],1.5718642],-0.6173459],0.20628925],-4.834081],,
10983,3.6217108],1.776999],-0.59845936],0.10765798],-4.4646745],,
12441,3.6218424],1.7681487],-0.6046051],0.11258842],-4.4908624],,
5154,3.621946],1.5320414],-0.6108421],0.24433203],-4.9173045],,
1239,3.6219704],1.4025103],-0.62456155],0.12476821],-4.362287],,
2031,3.6220353],1.5748143],-0.60671425],0.15581246],-4.48676],,
4632,3.6220853],1.6224816],-0.6136784],0.2100345],-4.774576],,
10362,3.622158],1.8911676],-0.5826043],0.09512188],-4.4322023],,
3861,3.6222205],1.6012548],-0.5629394],0.11071302],-4.429541],,
9042,3.6222432],1.55936],-0.61939025],0.24462135],-4.941995],,
9168,3.6222546],1.652573],-0.62240386],0.21090604],-4.878178],,
10455,3.6222966],1.5874885],-0.6244794],0.1256245],-4.8980894],,
3993,3.6223032],1.446551],-0.61151814],0.1522099],-4.775363],,
4623,3.622345],1.5969404],-0.62816477],0.1697153],-4.7515874],,
10032,3.6224275],1.6133139],-0.62828374],0.21163328],-4.9540076],,
591,3.6224358],1.4497236],-0.59624517],0.18476225],-4.280377],,
681,3.6225414],1.4682654],-0.5968789],0.1422726],-4.1671586],,
456,3.6225622],1.3607596],-0.6183182],0.10317226],-3.9450262],,
11301,3.622581],1.5920469],-0.629761],0.14527221],-5.036918],,
11019,3.6225955],1.634092],-0.57175964],0.12158491],-4.675553],,
11220,3.6225991],1.5567093],-0.6294437],0.14527334],-4.9802804],,
1662,3.6227095],1.6294564],-0.62045515],0.18627681],-4.5048842],,
1329,3.6227868],1.373612],-0.58298147],0.07797273],-4.412929],,
147,3.6228192],1.4325911],-0.5356671],0.07587041],-3.1404085],,
4404,3.6228287],1.7218398],-0.57853687],0.12145354],-4.674944],,
9033,3.6229517],1.5885614],-0.6207893],0.21087559],-4.9491935],,
12678,3.6231284],1.5480082],-0.624946],0.14625634],-5.015468],,
11469,3.6234074],1.770948],-0.594069],0.10773541],-4.4923825],,
4785,3.6234367],1.613213],-0.6249958],0.1697153],-4.752764],,
5262,3.6235769],1.5465909],-0.60534334],0.24431087],-4.9192395],,
4944,3.6236138],1.7593429],-0.5506945],0.12141563],-4.6682134],,
10464,3.6236389],1.6205271],-0.62011415],0.21111973],-4.888684],,
10401,3.6236987],1.6047305],-0.6201155],0.17107202],-4.9622984],,
4356,3.6237757],1.4771832],-0.53406525],0.06451042],-4.5928054],,
2169,3.62382],1.5723814],-0.5621669],0.11893006],-4.4745317],,
4731,3.6238654],1.5842682],-0.61102057],0.16994591],-4.7657695],,
10965,3.6240199],1.6082228],-0.59689057],0.12146427],-4.6849904],,
11346,3.624256],1.5881709],-0.638574],0.10483427],-4.91462],,
10200,3.6243505],1.921564],-0.58505213],0.09513231],-4.3453736],,
3606,3.6245182],1.5365583],-0.5722668],0.18260004],-4.6983824],,
11421,3.624716],1.6704698],-0.56942517],0.11692043],-4.6116643],,
8832,3.6248238],1.7274188],-0.5581486],0.12195565],-4.670494],,
8898,3.6248472],1.6359503],-0.6312322],0.21078105],-4.9052734],,
9846,3.6251426],1.5693599],-0.5050199],0.11511327],-4.898348],,
1806,3.62524],1.4871465],-0.59861887],0.21063007],-4.640626],,
1386,3.6252701],1.437818],-0.57832444],0.07579209],-4.157457],,
5820,3.6253614],1.5736853],-0.62330747],0.20748474],-4.843989],,
8952,3.6255167],1.6634268],-0.6303433],0.21077366],-4.923435],,
2940,3.625617],1.5453473],-0.61831236],0.2140285],-4.6383424],,
3228,3.6256454],1.5186259],-0.62491477],0.15321852],-4.6560354],,
6027,3.6258333],1.6235478],-0.61837655],0.17025067],-4.768727],,
9492,3.6259034],1.6388994],-0.6281582],0.21110697],-4.80142],,
12543,3.6259558],1.5665215],-0.64184445],0.14964946],-4.977301],,
8778,3.626295],1.7006546],-0.5824646],0.12190379],-4.6765685],,
3669,3.6263525],1.4846311],-0.6275765],0.21070077],-4.70419],,
5826,3.6263728],1.9409891],-0.5525911],0.09433265],-4.342139],,
573,3.6263871],1.4437174],-0.59150374],0.1403298],-4.1363254],,
1443,3.6263897],1.5326359],-0.55484456],0.1012155],-4.0356736],,
10968,3.6265638],1.5532233],-0.6588693],0.1703405],-4.811723],,
2964,3.626682],1.8149198],-0.5760684],0.08964325],-4.1478066],,
6198,3.6266925],1.6199418],-0.60965264],0.21033712],-4.872995],,
6528,3.6267188],1.7986919],-0.54866326],0.0942923],-4.5024505],,
609,3.6267354],1.4591607],-0.6078229],0.16364808],-4.226393],,
9114,3.6267836],1.6184694],-0.6231811],0.21087451],-5.021369],,
9429,3.6271508],1.6140429],-0.62060595],0.17057355],-4.9857326],,
11631,3.6271884],1.7849942],-0.5920857],0.10772289],-4.5119386],,
6504,3.6272175],1.5911525],-0.6051861],0.24401344],-4.930707],,
1281,3.6273296],1.6189321],-0.5877296],0.09471442],-3.9581196],,
1095,3.6274254],1.4475993],-0.57543063],0.10423286],-4.3613467],,
2139,3.627619],1.5484885],-0.59951663],0.15598316],-4.5172405],,
5766,3.6277688],1.6128947],-0.61180115],0.21066095],-4.7970095],,
4218,3.6278093],1.4978942],-0.6282816],0.09270217],-4.6548214],,
3120,3.6278367],1.5818366],-0.6226361],0.18689008],-4.6980157],,
11787,3.628143],1.5597551],-0.62512517],0.14737995],-5.028416],,
10482,3.6282067],1.5651114],-0.6047526],0.11872168],-4.98788],,
4185,3.6282413],1.5794843],-0.5698484],0.11577417],-4.402639],,
186,3.6282687],1.3530667],-0.59269404],0.16095062],-3.8775353],,
11076,3.628331],1.5851167],-0.63896525],0.16574968],-4.985],,
9699,3.6286037],1.5670425],-0.6222918],0.13024278],-4.984115],,
11733,3.628668],1.5411848],-0.6479636],0.21187843],-4.8935065],,
447,3.62869],1.3579735],-0.58583724],0.0861053],-3.9850638],,
63,3.628734],1.3050903],-0.5440459],0.08531787],-3.2585292],,
12696,3.628801],1.5570973],-0.6189235],0.10603835],-4.9919753],,
1401,3.6288292],1.3772725],-0.61532795],0.12542368],-4.4009686],,
3732,3.6289432],1.5144771],-0.63519126],0.09202595],-4.6093173],,
8781,3.628993],1.6346481],-0.6441059],0.17064638],-4.762648],,
1500,3.6291478],1.6294351],-0.6186978],0.18632497],-4.4975796],,
11505,3.6292005],1.6585537],-0.5600747],0.1215346],-4.676517],,
5217,3.6292217],1.5432464],-0.6063938],0.16620053],-4.797459],,
4317,3.6295595],1.458877],-0.6162479],0.1501788],-4.763908],,
3699,3.6295784],1.5711691],-0.5675738],0.11070539],-4.3789268],,
12759,3.6297243],1.5553999],-0.5829996],0.14596464],-5.0340524],,
12927,3.6298485],1.7608101],-0.6005728],0.11439086],-4.507601],,
5703,3.6300085],1.5435923],-0.60130394],0.16611488],-4.8490467],,
10356,3.6300457],1.6056021],-0.6247257],0.2111633],-4.9685802],,
9006,3.630357],1.629326],-0.61952996],0.21091981],-4.8263664],,
13089,3.6303904],1.743873],-0.5973518],0.11430414],-4.530333],,
1146,3.630416],1.743209],-0.5832508],0.08466579],-3.8491366],,
11625,3.6305108],1.5869192],-0.6319243],0.20916189],-5.0282025],,
6144,3.630809],1.6328644],-0.6103631],0.21027775],-4.7966094],,
3525,3.6309245],1.5210139],-0.57072026],0.14021166],-4.7015595],,
11145,3.6313012],1.799967],-0.5968393],0.10772254],-4.4785085],,
9318,3.6313407],1.7229701],-0.5532532],0.12189193],-4.6694927],,
9690,3.6313612],1.5693609],-0.6127994],0.24509682],-4.988704],,
8997,3.631657],1.603324],-0.63394755],0.1705295],-4.831164],,
11466,3.6316872],1.5956022],-0.57164454],0.12350996],-4.777186],,
660,3.6317263],1.7677851],-0.55963635],0.08388002],-3.832256],,
342,3.631749],1.503532],-0.54599726],0.13306822],-3.6462097],,
996,3.631767],1.4271244],-0.61733115],0.18716152],-4.3249793],,
11292,3.6317847],1.5598537],-0.61997896],0.1051134],-5.005964],,
11841,3.631847],1.5668371],-0.637302],0.21198775],-4.87835],,
4905,3.631869],1.6852193],-0.5575585],0.12304129],-4.6403575],,
126,3.632013],1.361878],-0.45947522],0.09912844],-3.2600217],,
10491,3.6321564],1.5796635],-0.60868996],0.15881194],-5.0040035],,
9159,3.6322844],1.620366],-0.6308532],0.17051114],-4.8750033],,
4398,3.632302],1.6285186],-0.6236465],0.24389394],-4.908303],,
1449,3.6324718],1.4449779],-0.5238526],0.10694869],-4.2061644],,
9600,3.632626],1.5952243],-0.61845386],0.14586104],-5.022741],,
1287,3.6326637],1.5016918],-0.56905556],0.10707416],-4.133733],,
12597,3.632768],1.6005906],-0.63390094],0.20949836],-5.0025773],,
5604,3.6330667],1.6330177],-0.6169251],0.21063454],-4.7829204],,
9279,3.6333716],1.6532241],-0.56035423],0.12359448],-4.732861],,
12924,3.6334476],1.5963408],-0.573194],0.12422414],-4.811086],,
2148,3.6335218],1.571114],-0.60714436],0.18641783],-4.555458],,
3516,3.6335256],1.4842682],-0.5617759],0.10977753],-4.68259],,
8889,3.6336684],1.6412112],-0.6275445],0.17066474],-4.9115987],,
4470,3.6336925],1.7064198],-0.62130666],0.21014662],-4.7779555],,
2544,3.633715],1.4448653],-0.52789855],-0.02245693],-4.7955203],,
10959,3.6337154],1.5334204],-0.63853216],0.24423797],-4.922208],,
13065,3.6339023],1.5083238],-0.61644423],0.17947961],-5.081672],,
11517,3.6339808],1.6385698],-0.6329288],0.15728201],-4.9342484],,
11778,3.634005],1.5288217],-0.61575323],0.10722114],-5.004882],,
5982,3.6341305],1.6270285],-0.6249584],0.21024431],-4.7947164],,
4956,3.6342266],1.7164987],-0.623039],0.2100866],-4.775197],,
5916,3.6343262],1.708782],-0.55139434],0.12159796],-4.6723676],,
1278,3.6343634],1.4947289],-0.5697272],0.08963706],-4.2129755],,
12750,3.6344292],1.5210229],-0.5735323],0.10580613],-5.0640182],,
12603,3.6344664],1.803697],-0.60126746],0.11277087],-4.4903207],,
1683,3.6345208],1.6181395],-0.57749534],0.11871703],-4.414041],,
5064,3.6347454],1.67695],-0.62022924],0.21010919],-4.8064446],,
1770,3.6349185],1.5062741],-0.6210521],0.18707974],-4.4926705],,
1545,3.6350698],1.5399693],-0.62130606],0.15554316],-4.45925],,
6189,3.635177],1.5929085],-0.5995085],0.17024864],-4.831536],,
12423,3.6352298],1.6030532],-0.5926585],0.12224068],-4.685779],,
2160,3.635334],1.6416439],-0.5291712],0.1405036],-4.3435545],,
3870,3.6353996],1.5346932],-0.5855458],0.11883475],-4.583719],,
8772,3.6354182],1.6211418],-0.6285509],0.24446137],-4.8962493],,
528,3.6357872],1.468331],-0.6119233],0.16517891],-4.1568727],,
336,3.6358087],1.7000513],-0.56752586],0.07541813],-3.4406307],,
4416,3.635855],1.6718465],-0.6292175],0.21016945],-4.7982726],,
10896,3.6359088],1.5891],-0.5718554],0.21106811],-5.007187],,
3264,3.636013],1.4712032],-0.59759367],0.15044214],-4.7754006],,
4530,3.6360571],1.9327146],-0.55197024],0.09420384],-4.4002247],,
7638,3.6361566],1.5117699],-0.5563825],0.18313093],-5.0994773],,
11121,3.636264],1.5685943],-0.63516396],0.24433382],-4.9854074],,
12477,3.6362932],1.5879279],-0.57762194],0.12237312],-4.6672273],,
1644,3.636319],1.5917565],-0.61659133],0.21331616],-4.5988927],,
11583,3.6364243],1.6737201],-0.5656729],0.11691339],-4.645326],,
10788,3.6365178],1.6223431],-0.6122314],0.2045085],-4.9556623],,
3678,3.6367319],1.5089837],-0.6244625],0.1531396],-4.6846614],,
1176,3.6369827],1.4480013],-0.5647603],0.12508],-4.350681],,
6414,3.6370437],1.6619292],-0.6071043],0.21022661],-4.803549],,
6363,3.637132],1.672717],-0.5448586],0.12320228],-4.656559],,
4560,3.637143],1.6649016],-0.6207944],0.2439167],-4.9011855],,
12966,3.6372492],1.5690643],-0.6337608],0.10515197],-4.9691358],,
11031,3.6373613],1.6000751],-0.63576686],0.2059985],-4.907173],,
9105,3.6377652],1.588],-0.61512655],0.17078592],-4.9919095],,
366,3.6377892],1.3930225],-0.560091],0.08668835],-3.9532328],,
9645,3.6378028],1.5774599],-0.6369425],0.160028],-4.867205],,
6366,3.6378071],1.8380868],-0.5539892],0.09429635],-4.4434476],,
13041,3.6378632],1.6324984],-0.57181716],0.12373997],-4.7017703],,
1452,3.6379983],1.8921757],-0.55094135],0.08905067],-3.998071],,
477,3.638172],1.3814054],-0.5148401],0.09510167],-3.8536615],,
1257,3.638406],1.4516355],-0.6246873],0.1036389],-4.348086],,
2949,3.6384912],1.5593694],-0.6138585],0.15654983],-4.6061473],,
5163,3.6385334],1.568976],-0.6253031],0.17059703],-4.7627606],,
5046,3.638793],1.6260929],-0.6195043],0.2438304],-4.9091554],,
171,3.6388428],1.4083307],-0.557105],0.09925325],-3.6380522],,
9591,3.6389067],1.5680293],-0.60777664],0.10577251],-4.998757],,
225,3.639239],1.432427],-0.55182016],0.09958674],-3.694826],,
8934,3.639319],1.6322154],-0.62453604],0.24449511],-4.9316783],,
11238,3.6394503],1.5568393],-0.62497795],0.10503156],-4.952861],,
2958,3.6397443],1.580055],-0.61911243],0.18698604],-4.619798],,
5862,3.6398122],1.680648],-0.57161593],0.12167318],-4.67755],,
5118,3.6399796],1.6183525],-0.6211104],0.21059223],-4.7805343],,
10254,3.6400495],1.8342813],-0.5794848],0.09514232],-4.430096],,
4161,3.640084],1.5378226],-0.55694926],0.11631812],-4.4239764],,
10410,3.6401193],1.6240174],-0.6197977],0.21116115],-4.994975],,
6318,3.6404116],1.748046],-0.5315509],0.13971157],-4.557073],,
12705,3.640422],1.5585662],-0.63834774],0.16534574],-4.970548],,
12489,3.640517],1.5905484],-0.63952124],0.14965756],-4.8967676],,
672,3.6406167],1.4591385],-0.6007891],0.18656273],-4.273765],,
3003,3.6408231],1.5467662],-0.62739825],0.15635355],-4.5732083],,
3687,3.6410158],1.521901],-0.62889624],0.18364586],-4.698347],,
549,3.6410234],1.5762686],-0.5660667],0.11063398],-4.033162],,
1245,3.64116],1.4805361],-0.5569077],0.10736854],-4.1187577],,
4011,3.6411674],1.4736489],-0.5905504],0.12265189],-4.733964],,
4461,3.6412141],1.6932728],-0.63309187],0.16983105],-4.760014],,
12534,3.6413147],1.5724063],-0.6331042],0.10940875],-4.9847054],,
3588,3.6413395],1.4953095],-0.6060344],0.20963915],-4.75476],,
10737,3.6414742],1.6322224],-0.55208695],0.12423213],-4.8136563],,
8790,3.6414883],1.6522912],-0.63407373],0.21073677],-4.8016806],,
5325,3.6415956],1.5581948],-0.6176534],0.17070271],-4.7851496],,
3132,3.641621],1.6528248],-0.5441226],0.14087386],-4.3664174],,
10290,3.6417332],1.6730832],-0.5550581],0.12233831],-4.6701236],,
3831,3.6418815],1.5127689],-0.62353694],0.1654485],-4.7275124],,
5880,3.6419091],1.8586406],-0.55212307],0.09436734],-4.4337487],,
5316,3.6423762],1.5606812],-0.6079583],0.2447135],-4.921338],,
12393,3.6424696],1.6861831],-0.57738674],0.12167116],-4.618839],,
6036,3.6426592],1.6425177],-0.619519],0.2103398],-4.812405],,
10977,3.642741],1.5652696],-0.64417416],0.21050127],-4.849664],,
9330,3.6428573],1.6717793],-0.62572306],0.21069993],-4.875072],,
12417,3.642898],1.5345451],-0.6346278],0.24505062],-4.953792],,
10509,3.6432896],1.581679],-0.60716087],0.11866404],-4.978534],,
1974,3.6432917],1.6169888],-0.54551685],0.11554922],-4.4043264],,
3102,3.6433983],1.5498005],-0.6187583],0.21392949],-4.673344],,
3654,3.6436086],1.518392],-0.61845124],0.11880322],-4.3736825],,
2916,3.6437528],1.7201009],-0.5486802],0.13457818],-4.1719713],,
1674,3.6437764],1.6924009],-0.54095936],0.14032073],-4.3078547],,
1197,3.64381],1.4623536],-0.5205491],0.11076261],-4.245359],,
3489,3.6438367],1.5297542],-0.61218816],0.10954662],-4.638394],,
10347,3.6439164],1.6083409],-0.6205882],0.17104699],-4.9768496],,
8844,3.6439435],1.6599523],-0.62207717],0.2108077],-4.825115],,
10692,3.6440523],1.7208639],-0.5519339],0.14066525],-4.558425],,
1086,3.6441295],1.4002613],-0.56483036],0.08102311],-4.341784],,
1152,3.6441853],1.5578324],-0.5572866],0.14445569],-4.051726],,
4155,3.644194],1.4716638],-0.6252546],0.15567125],-4.6974506],,
10236,3.6442952],1.6556411],-0.57607985],0.12236501],-4.682388],,
333,3.6447048],1.4109973],-0.5621809],0.10004301],-3.7680595],,
9438,3.6448066],1.6371994],-0.6226408],0.2106625],-5.0117083],,
1467,3.645169],1.6270791],-0.60164857],0.11875166],-4.340772],,
981,3.6453812],1.5484722],-0.5726925],0.11118068],-4.083924],,
9282,3.645427],1.8386697],-0.57524407],0.09468164],-4.454689],,
10302,3.6459844],1.6314551],-0.6164986],0.21118994],-4.8737135],,
9444,3.6460707],1.8240993],-0.57339275],0.09465553],-4.4805098],,
9546,3.646383],1.5867289],-0.6321431],0.21165372],-4.8886456],,
2130,3.6465857],1.5310887],-0.6053203],0.213457],-4.6255336],,
4677,3.6466],1.582878],-0.6154746],0.16988768],-4.749394],,
10902,3.6466172],1.78183],-0.57166684],0.09521826],-4.4988627],,
1506,3.646641],1.8279583],-0.5537932],0.08911063],-4.1091986],,
5973,3.6468518],1.6270807],-0.61984414],0.170128],-4.776459],,
12579,3.647069],1.5642432],-0.6272651],0.24322446],-4.9909945],,
11607,3.6471138],1.554103],-0.62960017],0.24295302],-5.040605],,
10779,3.647144],1.6031908],-0.6179868],0.16420682],-4.9478183],,
8958,3.6471674],1.8795711],-0.5773449],0.09476174],-4.4458795],,
10878,3.647247],1.5576056],-0.60598046],0.24478932],-5.0747275],,
5070,3.6474698],1.8320818],-0.5537172],0.0941238],-4.4772143],,
9654,3.6476185],1.6157812],-0.6243676],0.21161558],-4.872335],,
8796,3.6477492],1.8705521],-0.57851243],0.09474744],-4.4160676],,
9234,3.647794],1.7401967],-0.5486734],0.14009692],-4.5456944],,
3456,3.6477983],1.6227949],-0.5432751],0.14134498],-4.344447],,
1374,3.6478214],1.4269954],-0.62841713],0.18778689],-4.235762],,
387,3.6478431],1.3747612],-0.52718186],0.08509327],-3.8598456],,
180,3.6479783],1.5468603],-0.51662],0.13254155],-3.5331342],,
1968,3.647988],1.5287434],-0.6118645],0.2134917],-4.6148663],,
4140,3.6480863],1.5230926],-0.61590683],0.11962463],-4.4271226],,
516,3.6483462],1.5027939],-0.5462738],0.10675336],-4.083179],,
1167,3.6483893],1.421563],-0.5571735],0.10186984],-4.326753],,
11247,3.6484034],1.5609452],-0.6389811],0.16428645],-4.9352293],,
5928,3.6484497],1.6527002],-0.6156639],0.2102709],-4.789124],,
519,3.6487584],1.4595908],-0.60468936],0.14196713],-4.111363],,
10572,3.6487846],1.5825243],-0.5693772],0.15881075],-5.0138636],,
3627,3.6487982],1.5243326],-0.5294715],0.11984195],-4.5934243],,
6480,3.648814],1.711501],-0.52846414],0.13974042],-4.603434],,
495,3.6489122],1.592245],-0.57169807],0.11062689],-4.01219],,
66,3.6489956],1.6064382],-0.50635934],0.06487633],-3.0358107],,
3141,3.6490278],1.5817801],-0.57827204],0.11921801],-4.57097],,
11097,3.6492624],1.6499332],-0.56764054],0.1169057],-4.617413],,
120,3.6492834],1.585106],-0.50246716],0.06551804],-3.0363352],,
1824,3.649286],1.5110704],-0.60724807],0.18359257],-4.584655],,
11895,3.649327],1.5441679],-0.6419466],0.20287897],-4.973396],,
657,3.6493735],1.517086],-0.56462836],0.11079653],-4.031897],,
1248,3.6493845],1.444398],-0.6136923],0.08035697],-4.3355765],,
3618,3.6493852],1.6077058],-0.53425443],0.14137168],-4.4540553],,
4908,3.6496665],1.8350039],-0.5544475],0.09414978],-4.4395146],,
1038,3.649979],1.6922783],-0.56642234],0.08417173],-3.9108849],,
1998,3.6500237],1.6492286],-0.53744423],0.14054795],-4.3146167],,
10740,3.6501596],1.8114617],-0.5764585],0.095257],-4.4495564],,
1014,3.6506462],1.476189],-0.6168798],0.16604348],-4.3276353],,
714,3.6508558],1.6294132],-0.53774154],0.08380862],-3.961017],,
10230,3.6509216],1.5642706],-0.62263346],0.24484713],-4.9366894],,
12555,3.651008],1.6523167],-0.5758729],0.12197705],-4.639372],,
711,3.651334],1.5111499],-0.556786],0.11077525],-4.113127],,
465,3.6515048],1.3612055],-0.57090783],0.06770791],-3.963084],,
1143,3.6519167],1.4897172],-0.56536925],0.11169119],-4.149668],,
600,3.6520047],1.4146972],-0.5940226],0.14043792],-4.189772],,
3426,3.6521127],1.506689],-0.6117896],0.21441539],-4.6735544],,
5658,3.6521134],1.6074492],-0.62054205],0.21069272],-4.7901387],,
141,3.6522725],1.2297322],-0.57674205],0.04670931],-3.5687454],,
10392,3.6524565],1.5907396],-0.6142558],0.2448826],-4.9705367],,
1035,3.6525874],1.5339401],-0.56744826],0.11117627],-4.194459],,
9051,3.6528332],1.5898343],-0.6193323],0.17070843],-4.9117117],,
5856,3.6529047],1.5790383],-0.6176485],0.24406482],-4.9149413],,
10416,3.652969],1.8436221],-0.57483494],0.09511007],-4.434123],,
6042,3.6530006],1.8671094],-0.5490804],0.09432586],-4.434254],,
357,3.6530402],1.3456243],-0.5608327],0.06858017],-3.9476876],,
2925,3.6531441],1.6186541],-0.6060341],0.11921187],-4.3323236],,
1200,3.6534429],1.5896116],-0.53319126],0.08466865],-3.9912055],,
4860,3.6535408],1.7258891],-0.5361273],0.13956554],-4.5328126],,
3432,3.653726],1.5882853],-0.54536414],0.11628957],-4.419674],,
5271,3.6537285],1.5669347],-0.63046443],0.1706772],-4.7652335],,
6018,3.6537971],1.612033],-0.6142375],0.24406119],-4.9114757],,
10935,3.6544697],1.6855717],-0.57033634],0.11685164],-4.5544963],,
984,3.6544807],1.8060961],-0.5849055],0.08424009],-3.807325],,
7656,3.6549861],1.5409005],-0.532233],0.1485156],-5.050014],,
12426,3.6550257],1.5554951],-0.6493616],0.17115314],-4.913831],,
9420,3.655109],1.597864],-0.6223324],0.24438365],-4.9856677],,
